order_id,customer_id,order_date,total_amount
34433,714442,2025-09-01,1495
34434,186858,2025-09-01,250
34435,51799,2025-09-01,692
34436,714459,2025-09-01,85
34437,183615,2025-09-01,1635.02
34438,714448,2025-09-01,895
34439,714276,2025-09-01,895
34440,595536,2025-09-01,1440.89
34441,714418,2025-09-01,895
34442,714484,2025-09-01,1824.97
34443,710385,2025-09-01,895
34446,714317,2025-09-01,895
34447,240279,2025-09-01,2091
34448,714424,2025-09-01,895
34449,714257,2025-09-01,1495
34450,714316,2025-09-01,895
34451,634342,2025-09-01,895
34452,714526,2025-09-01,170
34453,216616,2025-09-01,895
34455,714255,2025-09-01,895
34456,714407,2025-09-01,895
34457,714491,2025-09-01,1095
34458,435349,2025-09-01,130
34459,714535,2025-09-01,125
34460,714357,2025-09-01,795
34461,452567,2025-09-01,795
34462,702483,2025-09-01,0
34463,703369,2025-09-01,790
34464,714310,2025-09-01,895
34465,714365,2025-09-01,1095
34466,100777,2025-09-01,795
34467,714240,2025-09-01,1295
34468,714516,2025-09-01,2491
34469,714496,2025-09-01,795
34470,714433,2025-09-01,1450
34471,714274,2025-09-01,1190
34472,714343,2025-09-01,895
34473,714468,2025-09-01,895
34475,714291,2025-09-01,1095
34476,714457,2025-09-01,895
34477,714447,2025-09-01,1196
34478,714539,2025-09-01,1790
34479,374353,2025-09-01,545
34480,692379,2025-09-01,895
34481,714528,2025-09-01,895
34482,714237,2025-09-01,895
34483,714262,2025-09-01,895
34484,714466,2025-09-01,895
34485,714514,2025-09-01,1195
34486,714413,2025-09-01,895
34487,714249,2025-09-01,895
34489,714452,2025-09-01,895
34490,714338,2025-09-01,895
34491,464306,2025-09-01,1235.02
34492,536560,2025-09-01,692
34493,101801,2025-09-01,895
34494,434359,2025-09-01,895
34495,714269,2025-09-01,895
34496,714435,2025-09-01,895
34497,714301,2025-09-01,1050
34498,714465,2025-09-01,895
34500,714272,2025-09-01,1732
34501,192037,2025-09-01,1295
34502,714543,2025-09-01,795
34504,714312,2025-09-01,895
34505,58473,2025-09-01,1240.89
34506,714464,2025-09-01,895
34507,714408,2025-09-01,1095
34508,714339,2025-09-01,1986
34509,104637,2025-09-01,1095
34510,714363,2025-09-01,895
34511,714390,2025-09-01,1095
34512,714428,2025-09-01,895
34513,714422,2025-09-01,895
34514,714320,2025-09-01,145
34516,714498,2025-09-01,1495
34517,714502,2025-09-01,108.5
34519,714334,2025-09-01,1790
34520,714393,2025-09-01,895
34521,714423,2025-09-01,895
34522,714326,2025-09-01,895
34524,587484,2025-09-01,895
34525,548860,2025-09-01,895
34526,714345,2025-09-01,895
34527,707087,2025-09-01,895
34528,714356,2025-09-01,895
34529,714330,2025-09-01,895
34530,714307,2025-09-01,895
34531,714454,2025-09-01,1095
34532,714341,2025-09-01,895
34534,714243,2025-09-01,895
34535,341861,2025-09-01,895
34536,680031,2025-09-01,895
34538,714474,2025-09-01,1587
34541,714384,2025-09-01,895
34542,714242,2025-09-01,895
34544,714553,2025-09-01,895
34545,714440,2025-09-01,1240.89
34547,714321,2025-09-01,1295
34548,714251,2025-09-01,1095
34549,714406,2025-09-01,895
34550,714471,2025-09-01,895
34551,460680,2025-09-01,130
34552,714374,2025-09-01,1243.26
34553,35382,2025-09-01,895
34554,714385,2025-09-01,845
34555,714508,2025-09-01,895
34556,714493,2025-09-01,1495
34557,714344,2025-09-01,895
34558,714547,2025-09-01,1195
34559,714360,2025-09-01,125
34560,714265,2025-09-01,895
34561,714347,2025-09-01,895
34562,714429,2025-09-01,895
34563,714323,2025-09-01,895
34564,714268,2025-09-01,895
34565,714517,2025-09-01,1240.89
34566,714329,2025-09-01,1295
34568,714314,2025-09-01,1295
34569,233339,2025-09-01,895
34570,714453,2025-09-01,1295
34572,714524,2025-09-01,895
34575,714246,2025-09-01,895
34576,692379,2025-09-01,895
34577,714287,2025-09-01,895
34578,714409,2025-09-01,1195
34579,714270,2025-09-01,1095
34580,714426,2025-09-01,895
34581,122342,2025-09-01,1040
34582,714527,2025-09-01,1635.02
34583,714512,2025-09-01,1790
34584,714279,2025-09-01,895
34585,714550,2025-09-01,2431.02
34586,714273,2025-09-01,895
34587,714324,2025-09-01,895
34588,714399,2025-09-01,895
34590,445744,2025-09-01,2976.02
34591,461805,2025-09-01,895
34592,477544,2025-09-01,145
34593,37084,2025-09-01,139.5
34594,67178,2025-09-01,895
34595,384223,2025-09-01,895
34596,608936,2025-09-01,275
34597,116797,2025-09-01,1243.26
34598,299010,2025-09-01,895
34599,714499,2025-09-01,1095
34600,714551,2025-09-01,895
34601,355739,2025-09-01,1295
34602,568233,2025-09-01,795
34603,167788,2025-09-01,895
34604,393996,2025-09-01,995
34605,714380,2025-09-01,1095
34606,714443,2025-09-01,1095
34607,714340,2025-09-01,895
34608,714296,2025-09-01,895
34609,110800,2025-09-01,145
34610,325472,2025-09-01,2491
34611,714346,2025-09-01,1295
34612,34234,2025-09-01,895
34613,714289,2025-09-01,1295
34615,714368,2025-09-01,1295
34617,483090,2025-09-01,1495
34618,714308,2025-09-01,895
34619,387585,2025-09-01,1295
34620,583157,2025-09-01,1295
34621,708298,2025-09-01,145
34622,33495,2025-09-01,895
34623,714478,2025-09-01,795
34624,714486,2025-09-01,995
34625,714377,2025-09-01,895
34626,714319,2025-09-01,1587
34627,714290,2025-09-01,895
34628,714388,2025-09-01,895
34629,714309,2025-09-01,692
34630,714370,2025-09-01,1095
34631,620484,2025-09-01,1435.02
34632,714351,2025-09-01,895
34633,714511,2025-09-01,1295
34634,714513,2025-09-01,1587
34635,498332,2025-09-01,1095
34636,142884,2025-09-01,795
34638,587154,2025-09-01,1095
34639,714266,2025-09-01,895
34640,523012,2025-09-01,1095
34641,714260,2025-09-01,895
34642,426553,2025-09-01,1587
34643,714247,2025-09-01,1635.02
34644,625871,2025-09-01,895
34645,714463,2025-09-01,895
34646,253224,2025-09-01,895
34647,296287,2025-09-01,5707.8
34648,342232,2025-09-01,895
34649,714552,2025-09-01,795
34650,714475,2025-09-01,895
34652,714318,2025-09-01,1790
34653,685730,2025-09-01,895
34654,516455,2025-09-01,170
34655,549459,2025-09-01,1690
34657,690066,2025-09-01,895
34658,41431,2025-09-01,895
34659,714404,2025-09-01,1435.02
34660,714280,2025-09-01,895
34661,570807,2025-09-01,795
34662,714480,2025-09-01,1095
34663,714306,2025-09-01,1295
34664,714494,2025-09-01,1635.02
34666,714311,2025-09-01,895
34667,458035,2025-09-01,1235.02
34668,16476,2025-09-01,895
34669,401989,2025-09-01,895
34670,714261,2025-09-01,895
34672,714467,2025-09-01,895
34674,714518,2025-09-01,1495
34675,714485,2025-09-01,895
34676,714538,2025-09-01,895
34677,714234,2025-09-01,1095
34678,714411,2025-09-01,895
34679,714342,2025-09-01,895
34680,714302,2025-09-01,895
34681,714469,2025-09-01,85
34682,299187,2025-09-01,895
34683,443012,2025-09-01,1240
34684,9973,2025-09-01,895
34685,714349,2025-09-01,1495
34686,224305,2025-09-01,480.5
34687,217864,2025-09-01,895
34688,714449,2025-09-01,895
34689,714281,2025-09-01,895
34690,714285,2025-09-01,1095
34691,714271,2025-09-01,895
34692,680851,2025-09-01,895
34693,714361,2025-09-01,1045
34694,714545,2025-09-01,1635.02
34695,714325,2025-09-01,895
34697,714460,2025-09-01,1790
34698,714369,2025-09-01,2091
34699,394847,2025-09-01,895
34700,553854,2025-09-01,1040
34701,714253,2025-09-01,895
34703,714548,2025-09-01,895
34704,714383,2025-09-01,1990
34706,714354,2025-09-01,1095
34707,714419,2025-09-01,895
34708,441260,2025-09-01,692
34709,714300,2025-09-01,895
34710,714437,2025-09-01,1435.02
34711,143146,2025-09-01,895
34712,204692,2025-09-01,895
34715,714439,2025-09-01,895
34716,714441,2025-09-01,1495
34717,234709,2025-09-01,1240.89
34718,714531,2025-09-01,1295
34719,714239,2025-09-01,895
34720,686601,2025-09-01,675
34721,714337,2025-09-01,895
34722,714546,2025-09-01,895
34724,714278,2025-09-01,895
34725,714530,2025-09-01,1435.02
34726,714364,2025-09-01,895
34727,714353,2025-09-01,1095
34729,714244,2025-09-01,895
34731,286345,2025-09-01,895
34732,714303,2025-09-01,1295
34733,714248,2025-09-01,895
34734,714352,2025-09-01,1095
34735,714400,2025-09-01,1095
34736,714537,2025-09-01,1640.89
34737,269808,2025-09-01,1550
34738,714367,2025-09-01,895
34739,367312,2025-09-01,895
34740,714233,2025-09-01,895
34743,714348,2025-09-01,2561.06
34744,610564,2025-09-01,1790
34745,714414,2025-09-01,1495
34746,714430,2025-09-01,1495
34747,714554,2025-09-01,895
34748,714254,2025-09-01,1635.02
34749,714572,2025-09-02,1095
34750,714716,2025-09-02,1385.89
34751,714653,2025-09-02,2685
34752,714621,2025-09-02,895
34753,714646,2025-09-02,1095
34754,623519,2025-09-02,85
34755,714649,2025-09-02,895
34756,443724,2025-09-02,155
34757,714649,2025-09-02,895
34758,714560,2025-09-02,2636.89
34759,370709,2025-09-02,170
34762,71701,2025-09-02,1495
34763,695846,2025-09-02,895
34764,714763,2025-09-02,895
34765,714722,2025-09-02,1495
34766,714687,2025-09-02,1295
34767,708360,2025-09-02,300
34768,451762,2025-09-02,895
34769,714784,2025-09-02,895
34770,714785,2025-09-02,895
34771,538613,2025-09-02,895
34772,714738,2025-09-02,1095
34773,714650,2025-09-02,895
34774,714718,2025-09-02,795
34775,628387,2025-09-02,895
34776,714787,2025-09-02,1045
34778,714694,2025-09-02,1295
34779,416027,2025-09-02,895
34780,104903,2025-09-02,1295
34781,563473,2025-09-02,571.5
34782,714665,2025-09-02,1295
34784,104830,2025-09-02,145
34785,714654,2025-09-02,1235.02
34786,714636,2025-09-02,1095
34789,675030,2025-09-02,2236
34790,714720,2025-09-02,895
34791,548105,2025-09-02,1443.26
34792,714561,2025-09-02,1295
34793,190991,2025-09-02,300
34794,714767,2025-09-02,895
34795,588822,2025-09-02,1235.02
34796,515492,2025-09-02,895
34798,714749,2025-09-02,895
34799,112211,2025-09-02,895
34800,714761,2025-09-02,795
34801,672176,2025-09-02,285
34805,714612,2025-09-02,895
34806,98029,2025-09-02,1195
34807,714778,2025-09-02,895
34809,675834,2025-09-02,895
34810,714577,2025-09-02,895
34811,278719,2025-09-02,895
34812,714639,2025-09-02,255
34814,209706,2025-09-02,1790
34815,714627,2025-09-02,1295
34816,714568,2025-09-02,1732
34817,644006,2025-09-02,895
34818,334182,2025-09-02,155
34819,714568,2025-09-02,1732
34820,714774,2025-09-02,895
34821,714655,2025-09-02,1095
34822,714754,2025-09-02,895
34823,281194,2025-09-02,1587
34824,621647,2025-09-02,2091
34826,714641,2025-09-02,895
34827,44872,2025-09-02,895
34828,382979,2025-09-02,125
34829,683686,2025-09-02,1095
34830,714562,2025-09-02,1240.89
34832,220907,2025-09-02,895
34833,714631,2025-09-02,895
34834,714697,2025-09-02,1440.89
34835,157956,2025-09-02,1295
34837,714756,2025-09-02,1095
34838,714765,2025-09-02,1240.89
34839,47259,2025-09-02,1095
34841,714565,2025-09-02,895
34843,672573,2025-09-02,0
34846,152053,2025-09-02,124
34850,714606,2025-09-02,1395
34851,477699,2025-09-02,895
34852,714617,2025-09-02,1587
34853,520597,2025-09-02,895
34854,478004,2025-09-02,145
34855,714581,2025-09-02,895
34857,714620,2025-09-02,895
34858,714644,2025-09-02,895
34859,714670,2025-09-02,2490
34860,681366,2025-09-02,895
34861,75245,2025-09-02,982.5
34865,714658,2025-09-02,1443.26
34866,714700,2025-09-02,1243.26
34869,714701,2025-09-02,895
34870,360519,2025-09-02,692
34871,507286,2025-09-02,1095
34872,508273,2025-09-02,895
34874,714662,2025-09-02,895
34878,538558,2025-09-02,217
34880,714651,2025-09-02,1495
34881,431369,2025-09-02,96.56
34886,714669,2025-09-02,795
34889,89083,2025-09-02,895
34890,714675,2025-09-02,895
34891,365691,2025-09-02,1927.02
34892,714693,2025-09-02,895
34893,81891,2025-09-02,895
34894,714688,2025-09-02,895
34896,628174,2025-09-02,895
34897,628174,2025-09-02,692
34898,714604,2025-09-02,1095
34903,714659,2025-09-02,1235.02
34905,713318,2025-09-02,0
34906,714783,2025-09-02,895
34908,714764,2025-09-02,1391.79
34909,380731,2025-09-02,455
34912,380255,2025-09-02,130
34915,712213,2025-09-02,0
34917,179214,2025-09-02,895
34920,714766,2025-09-02,895
34921,714661,2025-09-02,895
34922,714713,2025-09-02,895
34923,714580,2025-09-02,895
34924,714635,2025-09-02,1243.26
34925,714703,2025-09-02,125
34926,511633,2025-09-02,0
34927,485012,2025-09-02,1243.26
34928,234709,2025-09-02,1235.02
34930,714771,2025-09-02,895
34931,714672,2025-09-02,895
34933,446182,2025-09-02,4761
34936,179936,2025-09-02,895
34937,299754,2025-09-02,0
34938,714595,2025-09-02,895
34939,652444,2025-09-02,1495
34940,427720,2025-09-02,130
34941,714602,2025-09-02,145
34942,714732,2025-09-02,895
34943,714613,2025-09-02,895
34945,38543,2025-09-02,692
34947,307020,2025-09-02,795
34950,714704,2025-09-02,895
34951,282982,2025-09-02,2291
34952,714682,2025-09-02,1495
34953,714586,2025-09-02,895
34955,714676,2025-09-02,1152
34957,624319,2025-09-02,1295
34958,714632,2025-09-02,895
34959,515335,2025-09-02,1295
34960,64012,2025-09-02,1295
34961,156900,2025-09-02,895
34962,270554,2025-09-02,895
34964,714739,2025-09-02,1927.02
34965,714405,2025-09-02,795
34968,714603,2025-09-02,790
34969,487125,2025-09-02,1495
34970,714559,2025-09-02,1495
34971,714567,2025-09-02,895
34973,30528,2025-09-02,1495
34974,714597,2025-09-02,1240.89
34975,714775,2025-09-02,145
34977,714648,2025-09-02,1587
34978,714623,2025-09-02,895
34979,714747,2025-09-02,895
34980,714574,2025-09-02,895
34986,713810,2025-09-02,0
34987,714721,2025-09-02,1195
34988,714781,2025-09-02,1640.89
34989,714656,2025-09-02,895
34991,373927,2025-09-02,1235.02
34992,714731,2025-09-02,895
34993,257936,2025-09-02,895
34995,714563,2025-09-02,895
34996,492417,2025-09-02,895
34999,714745,2025-09-02,895
35001,714673,2025-09-02,895
35002,714702,2025-09-02,1495
35004,714587,2025-09-02,1295
35007,714684,2025-09-02,895
35009,714652,2025-09-02,1095
35010,714664,2025-09-02,1095
35011,703459,2025-09-02,3354.98
35012,459595,2025-09-02,695
35013,673757,2025-09-02,1507.5
35014,703624,2025-09-02,1235.02
35016,714727,2025-09-02,895
35017,714625,2025-09-02,895
35019,714584,2025-09-02,1835.02
35020,714698,2025-09-02,1095
35021,714640,2025-09-02,155
35023,714558,2025-09-02,895
35024,714628,2025-09-02,895
35025,714683,2025-09-02,1240.89
35027,714743,2025-09-02,895
35028,241943,2025-09-02,1790
35029,714723,2025-09-02,145
35030,714645,2025-09-02,895
35031,33960,2025-09-02,155
35032,598212,2025-09-02,1235.02
35033,714578,2025-09-02,1095
35034,714589,2025-09-02,895
35035,572850,2025-09-02,145
35036,576721,2025-09-02,1295
35037,714710,2025-09-02,895
35038,714571,2025-09-02,170
35039,120016,2025-09-02,155
35040,32901,2025-09-02,895
35041,714593,2025-09-02,795
35042,690702,2025-09-02,1758.11
35043,349813,2025-09-02,1790
35044,714737,2025-09-02,795
35045,710783,2025-09-02,0
35046,705658,2025-09-02,255
35047,714730,2025-09-02,795
35048,714608,2025-09-02,895
35049,296046,2025-09-02,1587
35050,714592,2025-09-02,895
35051,691718,2025-09-02,155
35052,714618,2025-09-02,895
35053,714779,2025-09-02,895
35054,714685,2025-09-02,895
35055,714555,2025-09-02,895
35056,714590,2025-09-02,1159.59
35057,714770,2025-09-02,1095
35058,714573,2025-09-02,795
35060,714695,2025-09-02,895
35061,208632,2025-09-02,895
35062,81353,2025-09-02,895
35064,714773,2025-09-02,895
35065,714776,2025-09-02,671.25
35066,714605,2025-09-02,895
35067,714769,2025-09-02,895
35068,714668,2025-09-02,1295
35069,714626,2025-09-02,1587
35070,273569,2025-09-02,1095
35071,178642,2025-09-02,1235.02
35072,714585,2025-09-02,895
35073,714677,2025-09-02,1295
35074,175200,2025-09-02,2390
35075,421468,2025-09-02,895
35077,714717,2025-09-02,1295
35078,714566,2025-09-02,1295
35079,714599,2025-09-02,895
35080,714557,2025-09-02,895
35081,714750,2025-09-02,895
35082,714757,2025-09-02,895
35083,714680,2025-09-02,895
35085,714667,2025-09-02,1240.89
35086,523091,2025-09-02,692
35087,714591,2025-09-02,895
35089,714782,2025-09-02,895
35090,714752,2025-09-02,1986
35091,57115,2025-09-02,895
35092,714696,2025-09-02,1295
35093,714598,2025-09-02,1790
35094,714753,2025-09-02,1240.89
35095,498064,2025-09-02,895
35097,401040,2025-09-02,895
35099,401040,2025-09-02,692
35100,87603,2025-09-02,302.47
35101,714711,2025-09-02,1095
35102,454356,2025-09-02,1240.89
35103,714758,2025-09-02,895
35104,714570,2025-09-02,2091
35105,714772,2025-09-02,895
35107,714755,2025-09-02,895
35108,714707,2025-09-02,1095
35109,714607,2025-09-02,1635.02
35110,714611,2025-09-02,1195
35111,714630,2025-09-02,1095
35112,714643,2025-09-02,895
35113,714712,2025-09-02,1635.02
35114,714616,2025-09-02,895
35115,714705,2025-09-02,895
35116,714736,2025-09-02,1295
35117,146912,2025-09-02,1235.02
35118,713607,2025-09-02,1240.89
35119,511561,2025-09-02,130
35120,712815,2025-09-02,145
35121,286811,2025-09-02,895
35122,714768,2025-09-02,895
35123,714699,2025-09-02,1435.02
35124,714678,2025-09-02,895
35126,714735,2025-09-02,1095
35127,714642,2025-09-02,895
35128,714733,2025-09-02,1587
35129,714569,2025-09-02,1235.02
35130,377416,2025-09-02,895
35131,714714,2025-09-02,1295
35132,714762,2025-09-02,895
35133,714556,2025-09-02,895
35135,449174,2025-09-02,895
35136,714719,2025-09-02,1635.02
35137,714671,2025-09-02,895
35138,503318,2025-09-02,1196
35139,714564,2025-09-02,795
35140,517140,2025-09-02,1443.26
35141,714786,2025-09-02,895
35142,135176,2025-09-02,1380.02
35143,618076,2025-09-02,1295
35144,359326,2025-09-02,895
35145,115809,2025-09-02,895
35146,714686,2025-09-02,895
35147,714741,2025-09-02,692
35148,608371,2025-09-02,155
35149,714740,2025-09-02,2685
35150,162602,2025-09-02,895
35151,714741,2025-09-02,1095
35152,410026,2025-09-02,895
35153,714619,2025-09-02,895
35154,714601,2025-09-02,895
35155,714751,2025-09-02,895
35156,714633,2025-09-02,895
35157,714690,2025-09-02,895
35158,714744,2025-09-02,1243.26
35160,714594,2025-09-02,1095
35161,631658,2025-09-02,1932.89
35162,714728,2025-09-02,895
35163,714634,2025-09-02,124
35165,214252,2025-09-02,895
35166,166633,2025-09-02,1790
35168,428740,2025-09-02,1105
35169,714692,2025-09-02,895
35170,714759,2025-09-02,4910.94
35171,714848,2025-09-03,1435.02
35173,714868,2025-09-03,1295
35174,714822,2025-09-03,1159.59
35175,139040,2025-09-03,2394.61
35177,714939,2025-09-03,1504.59
35178,714923,2025-09-03,1295
35179,714823,2025-09-03,895
35180,316943,2025-09-03,980
35181,714900,2025-09-03,1295
35182,714847,2025-09-03,145
35183,714892,2025-09-03,1295
35184,374915,2025-09-03,108.5
35185,308106,2025-09-03,895
35186,714938,2025-09-03,1095
35187,714876,2025-09-03,2816
35188,714953,2025-09-03,895
35189,714870,2025-09-03,895
35190,714920,2025-09-03,1675.59
35192,712500,2025-09-03,0
35194,714950,2025-09-03,895
35196,714824,2025-09-03,895
35197,346746,2025-09-03,1240.89
35198,77382,2025-09-03,130
35199,714810,2025-09-03,1635.02
35200,714887,2025-09-03,895
35201,714965,2025-09-03,895
35202,714966,2025-09-03,895
35206,714970,2025-09-03,145
35207,714925,2025-09-03,204
35208,714925,2025-09-03,895
35209,58190,2025-09-03,1235.02
35210,714878,2025-09-03,1295
35212,714831,2025-09-03,895
35213,714867,2025-09-03,1790
35215,714901,2025-09-03,895
35216,714816,2025-09-03,895
35217,714873,2025-09-03,895
35219,714801,2025-09-03,895
35220,714982,2025-09-03,895
35221,714835,2025-09-03,895
35222,714825,2025-09-03,895
35223,714958,2025-09-03,895
35224,158359,2025-09-03,1240.89
35225,714931,2025-09-03,995
35226,714857,2025-09-03,895
35227,714941,2025-09-03,1095
35228,680102,2025-09-03,85
35230,429945,2025-09-03,895
35231,714885,2025-09-03,895
35232,714836,2025-09-03,1495
35233,549175,2025-09-03,895
35234,714975,2025-09-03,108.5
35235,714985,2025-09-03,895
35237,25706,2025-09-03,971.25
35238,35516,2025-09-03,1235.02
35239,690440,2025-09-03,1495
35241,714916,2025-09-03,1435.02
35242,714889,2025-09-03,895
35243,714935,2025-09-03,1095
35245,714792,2025-09-03,895
35246,714861,2025-09-03,1011
35247,714805,2025-09-03,1233.18
35248,526953,2025-09-03,1433.18
35249,714869,2025-09-03,895
35250,714983,2025-09-03,895
35251,714877,2025-09-03,1095
35252,714702,2025-09-03,170
35253,714854,2025-09-03,1295
35254,71831,2025-09-03,124
35255,604105,2025-09-03,130
35256,714917,2025-09-03,1440.89
35257,40014,2025-09-03,895
35258,482249,2025-09-03,116
35259,714843,2025-09-03,895
35261,368410,2025-09-03,895
35262,714827,2025-09-03,895
35263,448596,2025-09-03,116
35264,714793,2025-09-03,1235.02
35266,714838,2025-09-03,1295
35267,714964,2025-09-03,116
35268,570236,2025-09-03,320
35269,714814,2025-09-03,1240.89
35270,714942,2025-09-03,116
35272,714821,2025-09-03,1640.89
35273,714799,2025-09-03,1095
35274,236373,2025-09-03,1440.89
35275,714809,2025-09-03,895
35276,714972,2025-09-03,795
35277,714960,2025-09-03,1840.89
35279,184573,2025-09-03,1243.26
35280,714798,2025-09-03,895
35281,366247,2025-09-03,116
35282,442482,2025-09-03,204
35283,714830,2025-09-03,830
35284,714917,2025-09-03,865
35286,714828,2025-09-03,895
35288,714802,2025-09-03,1095
35289,714853,2025-09-03,895
35290,714918,2025-09-03,1240.89
35292,714917,2025-09-03,865
35293,714908,2025-09-03,2590
35294,714813,2025-09-03,1235.02
35297,714897,2025-09-03,895
35299,440204,2025-09-03,895
35300,714930,2025-09-03,0
35301,434273,2025-09-03,116
35302,321262,2025-09-03,0
35303,714833,2025-09-03,745.75
35304,714937,2025-09-03,1295
35305,714808,2025-09-03,124
35306,714959,2025-09-03,1295
35307,714960,2025-09-03,1519.78
35308,451191,2025-09-03,895
35310,714894,2025-09-03,895
35311,309488,2025-09-03,895
35316,299988,2025-09-03,2579.94
35319,698293,2025-09-03,1235.02
35321,714804,2025-09-03,1095
35322,441096,2025-09-03,248
35323,714943,2025-09-03,1495
35324,714909,2025-09-03,895
35328,714860,2025-09-03,895
35330,115093,2025-09-03,1163.75
35331,714863,2025-09-03,85
35332,714815,2025-09-03,1495
35333,714893,2025-09-03,795
35334,546156,2025-09-03,4675
35335,714832,2025-09-03,1011
35336,714914,2025-09-03,1095
35339,714927,2025-09-03,895
35340,714834,2025-09-03,1243.26
35341,714906,2025-09-03,895
35344,714820,2025-09-03,895
35345,84645,2025-09-03,895
35346,714865,2025-09-03,408
35348,606291,2025-09-03,370
35350,710415,2025-09-03,895
35352,34659,2025-09-03,1295
35353,714956,2025-09-03,895
35355,714888,2025-09-03,895
35356,635019,2025-09-03,895
35358,714846,2025-09-03,1095
35362,123076,2025-09-03,895
35364,714845,2025-09-03,204
35365,714973,2025-09-03,895
35367,714962,2025-09-03,895
35368,714947,2025-09-03,895
35370,714954,2025-09-03,692
35371,714941,2025-09-03,1095
