order_id,product_id,quantity,unit_price,sales,discounts
34411,1,1,895,895,100
34412,18,1,550,550,550
34412,5,1,1295,1295,0
34413,19,1,360,360,155.03
34413,1,1,895,895,0
34413,13,2,85,170,73.21
34413,16,1,155,155,110.87
34415,18,1,550,550,550
34415,1,1,895,895,0
34416,18,1,550,550,550
34416,1,1,895,895,0
34417,16,1,155,155,0
34418,12,1,145,145,0
34418,16,1,155,155,46.5
34419,1,1,895,895,100
34420,4,1,1195,1295,0
34421,18,1,550,550,550
34421,1,1,895,895,0
34422,18,1,550,550,550
34422,5,1,1295,1295,0
34423,7,1,865,865,173
34424,18,1,550,550,550
34424,1,1,895,895,0
34425,18,1,550,550,550
34425,1,1,895,895,0
34426,1,1,895,895,0
34426,16,1,155,155,46.5
34427,6,1,1495,1495,100
34428,18,1,550,550,550
34428,2,1,1095,1095,0
34429,18,1,550,550,550
34429,1,1,895,895,0
34430,18,1,550,550,550
34430,1,1,895,895,0
34431,18,1,550,550,550
34431,1,1,895,895,0
34433,18,1,550,550,550
34433,6,1,1495,1495,0
34434,15,2,125,250,0
34435,7,1,865,865,173
34436,13,1,85,85,0
34437,19,1,360,360,155.03
34437,5,1,1295,1295,0
34437,13,2,85,170,73.21
34437,16,1,155,155,116.74
34438,18,1,550,550,550
34438,1,1,895,895,0
34439,18,1,550,550,550
34439,1,1,895,895,0
34440,19,1,360,360,155.03
34440,13,2,85,170,73.21
34440,2,1,1095,1095,0
34440,16,1,155,155,110.87
34441,18,1,550,550,550
34441,1,1,895,895,0
34442,19,1,360,360,155.03
34442,5,1,1295,1295,0
34442,13,2,85,170,0
34442,16,1,155,155,0
34443,18,1,550,550,550
34443,1,1,895,895,0
34446,18,1,550,550,550
34446,1,1,895,895,0
34447,18,1,550,550,550
34447,1,1,895,895,0
34447,8,1,1495,1495,299
34448,18,1,550,550,550
34448,1,1,895,895,0
34449,18,1,550,550,550
34449,6,1,1495,1495,0
34450,18,1,550,550,550
34450,1,1,895,895,0
34451,1,1,895,895,0
34452,13,2,85,170,0
34453,18,1,550,550,550
34453,1,1,895,895,0
34455,18,1,550,550,550
34455,1,1,895,895,0
34456,18,1,550,550,550
34456,1,1,895,895,0
34457,18,1,550,550,550
34457,2,1,1095,1095,0
34458,14,2,65,130,0
34459,15,1,125,125,0
34460,1,1,895,895,100
34461,1,1,895,895,100
34462,17,1,120.7,120.7,120.7
34463,9,2,395,790,0
34464,18,1,550,550,550
34464,1,1,895,895,0
34465,18,1,550,550,550
34465,2,1,1095,1095,0
34466,1,1,895,895,100
34467,18,1,550,550,550
34467,5,1,1295,1295,0
34468,18,1,550,550,550
34468,5,1,1295,1295,0
34468,8,1,1495,1495,299
34469,1,1,895,895,100
34470,5,1,1295,1295,0
34470,16,1,155,155,0
34471,1,1,895,895,100
34471,12,1,145,145,0
34471,15,2,125,250,0
34472,18,1,550,550,550
34472,1,1,895,895,0
34473,18,1,550,550,550
34473,1,1,895,895,0
34475,18,1,550,550,550
34475,2,1,1095,1095,0
34476,18,1,550,550,550
34476,1,1,895,895,0
34477,8,1,1495,1495,299
34478,18,2,550,1100,1100
34478,1,2,895,1790,0
34479,10,1,255,255,0
34479,11,2,145,290,0
34480,18,1,550,550,550
34480,3,1,895,895,0
34481,18,1,550,550,550
34481,1,1,895,895,0
34482,18,1,550,550,550
34482,3,1,895,895,0
34483,18,1,550,550,550
34483,1,1,895,895,0
34484,18,1,550,550,550
34484,3,1,895,895,0
34485,18,1,550,550,550
34485,4,1,1195,1295,0
34486,18,1,550,550,550
34486,1,1,895,895,0
34487,18,1,550,550,550
34487,3,1,895,895,0
34489,18,1,550,550,550
34489,1,1,895,895,0
34490,18,1,550,550,550
34490,1,1,895,895,0
34491,19,1,360,360,155.03
34491,1,1,895,895,0
34491,13,2,85,170,73.21
34491,16,1,155,155,116.74
34492,7,1,865,865,173
34493,18,1,550,550,550
34493,1,1,895,895,0
34494,18,1,550,550,550
34494,1,1,895,895,0
34495,18,1,550,550,550
34495,3,1,895,895,0
34496,18,1,550,550,550
34496,1,1,895,895,0
34497,18,1,550,550,550
34497,1,1,895,895,0
34497,16,1,155,155,0
34498,18,1,550,550,550
34498,1,1,895,895,0
34500,18,1,550,550,550
34500,11,1,145,145,0
34500,1,1,895,895,0
34500,7,1,865,865,173
34501,18,1,550,550,550
34501,5,1,1295,1295,0
34502,1,1,895,895,100
34504,18,1,550,550,550
34504,1,1,895,895,0
34505,19,1,360,360,155.03
34505,1,1,895,895,0
34505,13,2,85,170,73.21
34505,16,1,155,155,110.87
34506,18,1,550,550,550
34506,1,1,895,895,0
34507,18,1,550,550,550
34507,2,1,1095,1095,0
34508,8,1,1495,1495,299
34508,9,2,395,790,0
34509,18,1,550,550,550
34509,2,1,1095,1095,0
34510,18,1,550,550,550
34510,1,1,895,895,0
34511,18,1,550,550,550
34511,2,1,1095,1095,0
34512,18,1,550,550,550
34512,1,1,895,895,0
34513,18,1,550,550,550
34513,1,1,895,895,0
34514,11,1,145,145,0
34516,18,1,550,550,550
34516,6,1,1495,1495,0
34517,16,1,155,155,46.5
34519,18,1,550,550,550
34519,18,1,550,550,550
34519,1,1,895,895,0
34519,1,1,895,895,0
34520,18,1,550,550,550
34520,1,1,895,895,0
34521,1,1,895,895,0
34522,18,1,550,550,550
34522,3,1,895,895,0
34524,18,1,550,550,550
34524,1,1,895,895,0
34525,18,1,550,550,550
34525,1,1,895,895,0
34526,18,1,550,550,550
34526,1,1,895,895,0
34527,18,1,550,550,550
34527,1,1,895,895,0
34528,18,1,550,550,550
34528,1,1,895,895,0
34529,18,1,550,550,550
34529,1,1,895,895,0
34530,18,1,550,550,550
34530,3,1,895,895,0
34531,18,1,550,550,550
34531,2,1,1095,1095,0
34532,18,1,550,550,550
34532,1,1,895,895,0
34534,18,1,550,550,550
34534,3,1,895,895,0
34535,18,1,550,550,550
34535,1,1,895,895,0
34536,18,1,550,550,550
34536,1,1,895,895,0
34538,1,1,895,895,0
34538,7,1,865,865,173
34541,18,1,550,550,550
34541,3,1,895,895,0
34542,18,1,550,550,550
34542,1,1,895,895,0
34544,18,1,550,550,550
34544,3,1,895,895,0
34545,19,1,360,360,155.03
34545,1,1,895,895,0
34545,13,2,85,170,73.21
34545,16,1,155,155,110.87
34547,5,1,1295,1295,0
34548,18,1,550,550,550
34548,2,1,1095,1095,0
34549,18,1,550,550,550
34549,1,1,895,895,0
34550,18,1,550,550,550
34550,1,1,895,895,0
34551,14,2,65,130,0
34552,19,1,360,360,155.03
34552,1,1,895,895,0
34552,13,2,85,170,73.21
34552,16,1,155,155,108.5
34553,18,1,550,550,550
34553,1,1,895,895,0
34554,18,1,550,550,550
34554,1,1,895,895,50
34555,1,1,895,895,0
34556,6,1,1495,1495,0
34557,18,1,550,550,550
34557,1,1,895,895,0
34558,4,1,1195,1295,0
34559,15,1,125,125,0
34560,18,1,550,550,550
34560,1,1,895,895,0
34561,18,1,550,550,550
34561,1,1,895,895,0
34562,18,1,550,550,550
34562,1,1,895,895,0
34563,18,1,550,550,550
34563,3,1,895,895,0
34564,18,1,550,550,550
34564,1,1,895,895,0
34565,19,1,360,360,155.03
34565,1,1,895,895,0
34565,13,2,85,170,73.21
34565,16,1,155,155,110.87
34566,18,1,550,550,550
34566,5,1,1295,1295,0
34568,18,1,550,550,550
34568,5,1,1295,1295,0
34569,18,1,550,550,550
34569,1,1,895,895,0
34570,18,1,550,550,550
34570,5,1,1295,1295,0
34572,18,1,550,550,550
34572,1,1,895,895,0
34575,18,1,550,550,550
34575,1,1,895,895,0
34576,18,1,550,550,550
34576,3,1,895,895,0
34577,18,1,550,550,550
34577,1,1,895,895,0
34578,4,1,1195,1295,0
34579,18,1,550,550,550
34579,2,1,1095,1095,0
34580,18,1,550,550,550
34580,1,1,895,895,0
34581,1,1,895,895,0
34581,12,1,145,145,0
34582,19,1,360,360,155.03
34582,5,1,1295,1295,0
34582,13,2,85,170,73.21
34582,16,1,155,155,116.74
34583,18,2,550,1100,1100
34583,1,2,895,1790,0
34584,18,1,550,550,550
34584,1,1,895,895,0
34585,19,1,360,360,155.03
34585,1,1,895,895,0
34585,13,2,85,170,73.21
34585,16,1,155,155,116.74
34585,8,1,1495,1495,299
34586,18,1,550,550,550
34586,1,1,895,895,0
34587,18,1,550,550,550
34587,1,1,895,895,0
34588,18,1,550,550,550
34588,1,1,895,895,0
34590,11,1,145,145,0
34590,19,1,360,360,155.03
34590,5,1,1295,1295,0
34590,13,2,85,170,73.21
34590,16,1,155,155,116.74
34590,8,1,1495,1495,299
34591,18,1,550,550,550
34591,1,1,895,895,0
34592,12,1,145,145,0
34593,16,1,155,155,15.5
34594,18,1,550,550,550
34594,1,1,895,895,0
34595,18,1,550,550,550
34595,1,1,895,895,0
34596,11,1,145,145,0
34596,14,2,65,130,0
34597,19,1,360,360,155.03
34597,1,1,895,895,0
34597,13,2,85,170,73.21
34597,16,1,155,155,108.5
34598,18,1,550,550,550
34598,1,1,895,895,0
34599,18,1,550,550,550
34599,2,1,1095,1095,0
34600,18,1,550,550,550
34600,1,1,895,895,0
34601,18,1,550,550,550
34601,5,1,1295,1295,0
34602,1,1,895,895,100
34603,18,1,550,550,550
34603,1,1,895,895,0
34604,2,1,1095,1095,100
34605,18,1,550,550,550
34605,2,1,1095,1095,0
34606,18,1,550,550,550
34606,2,1,1095,1095,0
34607,18,1,550,550,550
34607,1,1,895,895,0
34608,18,1,550,550,550
34608,1,1,895,895,0
34609,11,1,145,145,0
34610,18,1,550,550,550
34610,5,1,1295,1295,0
34610,8,1,1495,1495,299
34611,18,1,550,550,550
34611,5,1,1295,1295,0
34612,18,1,550,550,550
34612,1,1,895,895,0
34613,18,1,550,550,550
34613,5,1,1295,1295,0
34615,18,1,550,550,550
34615,5,1,1295,1295,0
34617,18,1,550,550,550
34617,6,1,1495,1495,0
34618,18,1,550,550,550
34618,3,1,895,895,0
34619,18,1,550,550,550
34619,5,1,1295,1295,0
34620,18,1,550,550,550
34620,5,1,1295,1295,0
34621,12,1,145,145,0
34622,18,1,550,550,550
34622,1,1,895,895,0
34623,1,1,895,895,100
34624,2,1,1095,1095,100
34625,18,1,550,550,550
34625,1,1,895,895,0
34626,18,1,550,550,550
34626,1,1,895,895,0
34626,7,1,865,865,173
34627,18,1,550,550,550
34627,1,1,895,895,0
34628,18,1,550,550,550
34628,1,1,895,895,0
34629,7,1,865,865,173
34630,18,1,550,550,550
34630,2,1,1095,1095,0
34631,19,1,360,360,155.03
34631,13,2,85,170,73.21
34631,2,1,1095,1095,0
34631,16,1,155,155,116.74
34632,18,1,550,550,550
34632,1,1,895,895,0
34633,18,1,550,550,550
34633,5,1,1295,1295,0
34634,1,1,895,895,0
34634,7,1,865,865,173
34635,18,1,550,550,550
34635,2,1,1095,1095,0
34636,1,1,895,895,100
34638,18,1,550,550,550
34638,2,1,1095,1095,0
34639,18,1,550,550,550
34639,1,1,895,895,0
34640,18,1,550,550,550
34640,2,1,1095,1095,0
34641,18,1,550,550,550
34641,1,1,895,895,0
34642,18,1,550,550,550
34642,1,1,895,895,0
34642,7,1,865,865,173
34643,19,1,360,360,155.03
34643,5,1,1295,1295,0
34643,13,2,85,170,73.21
34643,16,1,155,155,116.74
34644,18,1,550,550,550
34644,1,1,895,895,0
34645,18,1,550,550,550
34645,1,1,895,895,0
34646,18,1,550,550,550
34646,1,1,895,895,0
34647,19,1,360,360,155.03
34647,19,2,360,720,310.06
34647,19,1,360,360,155.03
34647,5,1,1295,1295,0
34647,1,1,895,895,0
34647,1,1,895,895,0
34647,13,6,85,510,73.21
34647,13,2,85,170,73.21
34647,2,1,1095,1095,0
34647,16,1,155,155,116.74
34647,16,2,155,310,221.75
34647,16,1,155,155,107.17
34648,18,1,550,550,550
34648,1,1,895,895,0
34649,1,1,895,895,100
34650,18,1,550,550,550
34650,3,1,895,895,0
34652,18,1,550,550,550
34652,18,1,550,550,550
34652,3,1,895,895,0
34652,3,1,895,895,0
34653,18,1,550,550,550
34653,1,1,895,895,0
34654,13,2,85,170,0
34655,1,1,895,895,52.64
34655,1,1,895,895,47.36
34657,18,1,550,550,550
34657,1,1,895,895,0
34658,18,1,550,550,550
34658,1,1,895,895,0
34659,19,1,360,360,155.03
34659,13,2,85,170,73.21
34659,2,1,1095,1095,0
34659,16,1,155,155,116.74
34660,18,1,550,550,550
34660,3,1,895,895,0
34661,3,1,895,895,100
34662,18,1,550,550,550
34662,2,1,1095,1095,0
34663,18,1,550,550,550
34663,5,1,1295,1295,0
34664,19,1,360,360,155.03
34664,5,1,1295,1295,0
34664,13,2,85,170,73.21
34664,16,1,155,155,116.74
34666,18,1,550,550,550
34666,1,1,895,895,0
34667,19,1,360,360,155.03
34667,1,1,895,895,0
34667,13,2,85,170,73.21
34667,16,1,155,155,116.74
34668,18,1,550,550,550
34668,1,1,895,895,0
34669,18,1,550,550,550
34669,1,1,895,895,0
34670,18,1,550,550,550
34670,1,1,895,895,0
34672,18,1,550,550,550
34672,3,1,895,895,0
34674,18,1,550,550,550
34674,6,1,1495,1495,0
34675,18,1,550,550,550
34675,1,1,895,895,0
34676,18,1,550,550,550
34676,3,1,895,895,0
34677,18,1,550,550,550
34677,2,1,1095,1095,0
34678,18,1,550,550,550
34678,1,1,895,895,0
34679,18,1,550,550,550
34679,1,1,895,895,0
34680,18,1,550,550,550
34680,1,1,895,895,0
34681,13,1,85,85,0
34682,18,1,550,550,550
34682,1,1,895,895,0
34683,18,1,550,550,550
34683,11,1,145,145,0
34683,2,1,1095,1095,0
34684,18,1,550,550,550
34684,1,1,895,895,0
34685,18,1,550,550,550
34685,6,1,1495,1495,0
34686,16,2,155,310,93
34686,16,1,155,155,46.5
34686,16,1,155,155,0
34687,18,1,550,550,550
34687,1,1,895,895,0
34688,18,1,550,550,550
34688,1,1,895,895,0
34689,18,1,550,550,550
34689,1,1,895,895,0
34690,18,1,550,550,550
34690,2,1,1095,1095,0
34691,18,1,550,550,550
34691,1,1,895,895,0
34692,18,1,550,550,550
34692,1,1,895,895,0
34693,18,1,550,550,550
34693,1,1,895,895,0
34694,19,1,360,360,155.03
34694,5,1,1295,1295,0
34694,13,2,85,170,73.21
34694,16,1,155,155,116.74
34695,18,1,550,550,550
34695,1,1,895,895,0
34697,18,2,550,1100,1100
34697,1,2,895,1790,0
34698,18,1,550,550,550
34698,1,1,895,895,0
34698,8,1,1495,1495,299
34699,18,1,550,550,550
34699,1,1,895,895,0
34700,18,1,550,550,550
34700,11,1,145,145,0
34700,1,1,895,895,0
34701,18,1,550,550,550
34701,1,1,895,895,0
34703,1,1,895,895,0
34704,18,1,550,550,550
34704,18,1,550,550,550
34704,1,1,895,895,0
34704,2,1,1095,1095,0
34706,18,1,550,550,550
34706,2,1,1095,1095,0
34707,18,1,550,550,550
34707,1,1,895,895,0
34708,7,1,865,865,173
34709,18,1,550,550,550
34709,1,1,895,895,0
34710,19,1,360,360,155.03
34710,13,2,85,170,73.21
34710,2,1,1095,1095,0
34710,16,1,155,155,116.74
34711,18,1,550,550,550
34711,1,1,895,895,0
34712,18,1,550,550,550
34712,3,1,895,895,0
34715,18,1,550,550,550
34715,1,1,895,895,0
34716,18,1,550,550,550
34716,6,1,1495,1495,0
34717,19,1,360,360,155.03
34717,1,1,895,895,0
34717,13,2,85,170,73.21
34717,16,1,155,155,110.87
34718,18,1,550,550,550
34718,5,1,1295,1295,0
34719,18,1,550,550,550
34719,1,1,895,895,0
34720,10,1,255,255,0
34720,11,1,145,145,0
34720,11,1,145,145,0
34720,14,2,65,130,0
34721,18,1,550,550,550
34721,1,1,895,895,0
34722,18,1,550,550,550
34722,1,1,895,895,0
34724,18,1,550,550,550
34724,1,1,895,895,0
34725,19,1,360,360,155.03
34725,13,2,85,170,73.21
34725,2,1,1095,1095,0
34725,16,1,155,155,116.74
34726,18,1,550,550,550
34726,1,1,895,895,0
34727,18,1,550,550,550
34727,2,1,1095,1095,0
34729,18,1,550,550,550
34729,1,1,895,895,0
34731,18,1,550,550,550
34731,1,1,895,895,0
34732,18,1,550,550,550
34732,5,1,1295,1295,0
34733,18,1,550,550,550
34733,1,1,895,895,0
34734,18,1,550,550,550
34734,2,1,1095,1095,0
34735,18,1,550,550,550
34735,2,1,1095,1095,0
34736,19,1,360,360,155.03
34736,5,1,1295,1295,0
34736,13,2,85,170,73.21
34736,16,1,155,155,110.87
34737,6,1,1495,1495,100
34737,16,1,155,155,0
34738,18,1,550,550,550
34738,1,1,895,895,0
34739,18,1,550,550,550
34739,1,1,895,895,0
34740,18,1,550,550,550
34740,1,1,895,895,0
34743,19,1,360,360,155.03
34743,19,1,360,360,155.03
34743,1,1,895,895,0
34743,1,1,895,895,0
34743,13,4,85,340,73.21
34743,16,1,155,155,107.17
34743,16,1,155,155,108.5
34744,18,2,550,1100,1100
34744,3,2,895,1790,0
34745,18,1,550,550,550
34745,6,1,1495,1495,0
34746,18,1,550,550,550
34746,6,1,1495,1495,0
34747,18,1,550,550,550
34747,1,1,895,895,0
34748,19,1,360,360,155.03
34748,5,1,1295,1295,0
34748,13,2,85,170,73.21
34748,16,1,155,155,116.74
34749,18,1,550,550,550
34749,2,1,1095,1095,0
34750,11,1,145,145,0
34750,19,1,360,360,155.03
34750,1,1,895,895,0
34750,13,2,85,170,73.21
34750,16,1,155,155,110.87
34751,18,2,550,1100,1100
34751,18,1,550,550,550
34751,1,2,895,1790,0
34751,1,1,895,895,0
34752,18,1,550,550,550
34752,3,1,895,895,0
34753,18,1,550,550,550
34753,2,1,1095,1095,0
34754,13,1,85,85,0
34755,18,1,550,550,550
34755,1,1,895,895,0
34756,16,1,155,155,0
34757,18,1,550,550,550
34757,1,1,895,895,0
34758,19,1,360,360,155.03
34758,13,2,85,170,73.21
34758,2,1,1095,1095,0
34758,16,1,155,155,110.87
34758,8,1,1495,1495,299
34759,13,2,85,170,0
34762,18,1,550,550,550
34762,6,1,1495,1495,0
34763,18,1,550,550,550
34763,1,1,895,895,0
34764,18,1,550,550,550
34764,1,1,895,895,0
34765,18,1,550,550,550
34765,6,1,1495,1495,0
34766,18,1,550,550,550
34766,5,1,1295,1295,0
34767,11,1,145,145,0
34767,16,1,155,155,0
34768,18,1,550,550,550
34768,1,1,895,895,0
34769,18,1,550,550,550
34769,1,1,895,895,0
34770,18,1,550,550,550
34770,3,1,895,895,0
34771,18,1,550,550,550
34771,1,1,895,895,0
34772,18,1,550,550,550
34772,2,1,1095,1095,0
34773,1,1,895,895,0
34774,3,1,895,895,100
34775,18,1,550,550,550
34775,1,1,895,895,0
34776,18,1,550,550,550
34776,1,1,895,895,0
34778,18,1,550,550,550
34778,5,1,1295,1295,0
34779,18,1,550,550,550
34779,1,1,895,895,0
34780,5,1,1295,1295,0
34781,10,1,255,255,0
34781,11,1,145,145,43.5
34781,14,2,65,130,0
34781,13,1,85,85,0
34782,18,1,550,550,550
34782,5,1,1295,1295,0
34784,12,1,145,145,0
34785,19,1,360,360,155.03
34785,1,1,895,895,0
34785,13,2,85,170,73.21
34785,16,1,155,155,116.74
34786,18,1,550,550,550
34786,2,1,1095,1095,0
34789,1,1,895,895,0
34789,12,1,145,145,0
34789,8,1,1495,1495,299
34790,18,1,550,550,550
34790,3,1,895,895,0
34791,19,1,360,360,155.03
34791,13,2,85,170,73.21
34791,2,1,1095,1095,0
34791,16,1,155,155,108.5
34792,18,1,550,550,550
34792,5,1,1295,1295,0
34793,11,1,145,145,0
34793,16,1,155,155,0
34794,18,1,550,550,550
34794,3,1,895,895,0
34795,19,1,360,360,155.03
34795,1,1,895,895,0
34795,13,2,85,170,73.21
34795,16,1,155,155,116.74
34796,18,1,550,550,550
34796,1,1,895,895,0
34798,18,1,550,550,550
34798,3,1,895,895,0
34799,18,1,550,550,550
34799,1,1,895,895,0
34800,3,1,895,895,100
34801,14,2,65,130,0
34801,16,1,155,155,0
34805,18,1,550,550,550
34805,1,1,895,895,0
34806,18,1,550,550,550
34806,4,1,1195,1295,0
34807,18,1,550,550,550
34807,1,1,895,895,0
34809,1,1,895,895,0
34810,18,1,550,550,550
34810,1,1,895,895,0
34811,1,1,895,895,0
34812,10,1,255,255,0
34814,18,2,550,1100,1100
34814,1,2,895,1790,0
34815,18,1,550,550,550
34815,5,1,1295,1295,0
34816,1,1,895,895,0
34816,12,1,145,145,0
34816,7,1,865,865,173
34817,18,1,550,550,550
34817,1,1,895,895,0
34818,16,1,155,155,0
34819,1,1,895,895,0
34819,12,1,145,145,0
34819,7,1,865,865,173
34820,18,1,550,550,550
34820,1,1,895,895,0
34821,18,1,550,550,550
34821,2,1,1095,1095,0
34822,18,1,550,550,550
